,Year,Month,Day,Mean Temp (C),Total Rain (mm),Total Snow (mm),Total Precip (mm),Winter,Summer,Spring,Fall
1371,1946,6,1,17.1,43.7,0.0,43.7,0.0,1.0,0.0,0.0
1028,2015,5,1,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
826,2014,4,3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1870,1969,8,1,20.9,56.6,0.0,56.6,0.0,1.0,0.0,0.0
954,2017,5,13,12.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
134,2014,1,21,-19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1136,2018,6,30,29.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1774,2014,8,22,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2587,2007,11,1,2.6,73.6,110.0,87.8,0.0,0.0,0.0,1.0
0,2018,1,31,-7.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0
2727,2015,12,24,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1665,2018,8,7,24.0,6.0,0.0,6.0,0.0,1.0,0.0,0.0
995,2016,5,3,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2405,1950,10,1,11.1,78.0,0.0,78.0,0.0,0.0,0.0,1.0
235,2018,2,24,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2588,2006,11,1,5.3,71.7,0.0,71.7,0.0,0.0,0.0,1.0
1818,2013,8,9,22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
966,2017,5,1,10.0,19.0,0.0,19.0,0.0,0.0,1.0,0.0
1707,2016,8,27,22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2648,1946,11,1,4.7,36.6,79.0,44.5,0.0,0.0,0.0,1.0
2838,1987,12,1,-0.3,32.6,126.0,47.4,1.0,0.0,0.0,0.0
240,2018,2,19,1.0,13.0,0.0,13.0,1.0,0.0,0.0,0.0
481,2017,3,29,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
427,1958,2,1,-7.7,11.2,257.0,36.8,1.0,0.0,0.0,0.0
1381,2018,7,30,22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1212,2016,6,14,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1725,2016,8,9,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1391,2018,7,20,24.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1724,2016,8,10,29.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1443,2016,7,30,23.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2517,2015,11,5,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
276,2017,2,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1630,1948,7,1,21.0,51.3,0.0,51.3,0.0,1.0,0.0,0.0
1629,1949,7,1,22.6,61.5,0.0,61.5,0.0,1.0,0.0,0.0
417,1968,2,1,-7.6,31.0,79.0,37.8,1.0,0.0,0.0,0.0
35,2017,1,27,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1947,2017,9,15,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1892,1947,8,1,22.5,61.0,0.0,61.0,0.0,1.0,0.0,0.0
162,2006,1,1,0.2,66.6,78.0,74.6,1.0,0.0,0.0,0.0
1626,1952,7,1,22.8,68.8,0.0,68.8,0.0,1.0,0.0,0.0
1635,1943,7,1,21.0,86.6,0.0,86.6,0.0,1.0,0.0,0.0
1114,1959,5,1,14.2,41.1,3.0,41.4,0.0,0.0,1.0,0.0
2409,1946,10,1,11.7,81.0,0.0,81.0,0.0,0.0,0.0,1.0
2258,2015,10,23,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
331,2015,2,13,-16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2638,1956,11,1,3.9,22.4,51.0,27.4,0.0,0.0,0.0,1.0
1855,1984,8,1,21.1,63.8,0.0,63.8,0.0,1.0,0.0,0.0
1108,1965,5,1,13.3,46.5,0.0,46.5,0.0,0.0,1.0,0.0
1496,2015,7,8,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
340,2015,2,4,-6.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0
1876,1963,8,1,18.9,57.7,0.0,57.7,0.0,1.0,0.0,0.0
2822,2003,12,1,-0.1,45.0,192.0,61.6,1.0,0.0,0.0,0.0
942,2017,5,25,13.0,45.0,0.0,45.0,0.0,0.0,1.0,0.0
136,2014,1,19,-6.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0
2835,1990,12,1,-1.0,81.5,288.0,112.8,1.0,0.0,0.0,0.0
62,2016,1,31,6.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0
2728,2015,12,23,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2774,2014,12,8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1312,2005,6,1,22.6,31.8,0.0,31.8,0.0,1.0,0.0,0.0
2609,1985,11,1,3.4,149.6,110.0,161.8,0.0,0.0,0.0,1.0
2607,1987,11,1,3.4,77.8,56.0,83.4,0.0,0.0,0.0,1.0
574,2014,3,29,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
776,2015,4,23,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
11,2018,1,20,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1382,2018,7,29,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
488,2017,3,22,-5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
201,1967,1,1,-3.5,12.2,551.0,55.4,1.0,0.0,0.0,0.0
1642,2018,8,30,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1146,2018,6,20,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
464,2018,3,15,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.0
2618,1976,11,1,0.2,7.4,53.0,11.7,0.0,0.0,0.0,1.0
1984,2016,9,8,26.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0
2234,2016,10,16,19.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0
2640,1954,11,1,4.0,32.8,46.0,37.3,0.0,0.0,0.0,1.0
2047,2014,9,5,26.0,24.0,0.0,24.0,0.0,0.0,0.0,1.0
1030,2014,5,30,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2566,2013,11,16,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
757,2016,4,12,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2626,1968,11,1,2.6,87.1,66.0,93.2,0.0,0.0,0.0,1.0
1933,2017,9,29,13.0,4.0,0.0,4.0,0.0,0.0,0.0,1.0
653,1963,3,1,0.8,34.5,201.0,59.7,0.0,0.0,1.0,0.0
1161,2018,6,5,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
820,2014,4,9,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1440,2017,7,2,21.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
782,2015,4,17,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2507,2015,11,15,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
322,2015,2,22,-10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
792,2015,4,7,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1330,1987,6,1,19.6,68.3,0.0,68.3,0.0,1.0,0.0,0.0
166,2002,1,1,-0.5,14.6,314.0,46.2,1.0,0.0,0.0,0.0
1233,2015,6,23,21.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0
246,2018,2,13,-8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1978,2016,9,14,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2442,2017,11,20,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
24,2018,1,7,-12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
807,2014,4,22,9.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0
237,2018,2,22,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2723,2015,12,28,-3.0,12.0,30.0,15.0,1.0,0.0,0.0,0.0
2802,2013,12,11,-8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
687,2018,4,22,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2263,2015,10,18,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1573,2005,7,1,24.1,20.4,0.0,20.4,0.0,1.0,0.0,0.0
438,1947,2,1,-7.2,0.0,272.0,27.2,1.0,0.0,0.0,0.0
2579,2013,11,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
967,2016,5,31,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2692,2016,12,28,-2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2745,2015,12,6,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
645,1971,3,1,-3.5,4.8,323.0,33.5,0.0,0.0,1.0,0.0
2546,2014,11,6,7.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0
2635,1959,11,1,2.1,43.4,127.0,56.1,0.0,0.0,0.0,1.0
242,2018,2,17,-4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1782,2014,8,14,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1708,2016,8,26,24.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1242,2015,6,14,18.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0
1762,2015,8,3,22.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1222,2016,6,4,20.0,5.0,0.0,5.0,0.0,1.0,0.0,0.0
2183,2018,10,5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
453,2018,3,26,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2062,2013,9,20,20.0,11.0,0.0,11.0,0.0,0.0,0.0,1.0
2385,1970,10,1,10.1,63.8,0.0,63.8,0.0,0.0,0.0,1.0
917,2018,5,19,13.0,8.0,0.0,8.0,0.0,0.0,1.0,0.0
2644,1950,11,1,2.2,40.4,500.0,90.4,0.0,0.0,0.0,1.0
742,2016,4,27,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2078,2013,9,4,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
759,2016,4,10,-3.0,1.0,30.0,8.0,0.0,0.0,1.0,0.0
2736,2015,12,15,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
938,2017,5,29,20.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1957,2017,9,5,17.0,5.0,0.0,5.0,0.0,0.0,0.0,1.0
426,1959,2,1,-7.6,28.2,460.0,74.2,1.0,0.0,0.0,0.0
1884,1955,8,1,23.0,104.4,0.0,104.4,0.0,1.0,0.0,0.0
2773,2014,12,9,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2347,2008,10,1,9.0,39.6,0.0,39.6,0.0,0.0,0.0,1.0
2000,2015,9,22,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
734,2017,4,5,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2722,2015,12,29,2.0,14.0,0.0,14.0,1.0,0.0,0.0,0.0
376,2009,2,1,-3.7,48.0,244.0,73.6,1.0,0.0,0.0,0.0
1317,2000,6,1,18.2,169.2,0.0,169.2,0.0,1.0,0.0,0.0
2562,2013,11,20,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2241,2016,10,9,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
384,2001,2,1,-3.0,55.6,360.0,94.0,1.0,0.0,0.0,0.0
2429,2018,11,3,4.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0
2185,2018,10,3,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22,2018,1,9,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1723,2016,8,11,28.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2848,1977,12,1,-4.5,50.3,587.0,102.3,1.0,0.0,0.0,0.0
189,1979,1,1,-7.7,32.4,411.0,69.6,1.0,0.0,0.0,0.0
2129,1965,9,1,15.2,66.5,0.0,66.5,0.0,0.0,0.0,1.0
193,1975,1,1,-3.4,40.9,160.0,51.6,1.0,0.0,0.0,0.0
480,2017,3,30,2.0,6.0,20.0,12.0,0.0,0.0,1.0,0.0
2771,2014,12,11,-4.0,0.0,170.0,16.0,1.0,0.0,0.0,0.0
719,2017,4,20,7.0,25.0,0.0,25.0,0.0,0.0,1.0,0.0
1077,1996,5,1,11.6,90.6,0.0,90.6,0.0,0.0,1.0,0.0
451,2018,3,28,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
419,1966,2,1,-5.3,17.3,160.0,30.5,1.0,0.0,0.0,0.0
1176,2017,6,20,19.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0
1248,2015,6,8,20.0,21.0,0.0,21.0,0.0,1.0,0.0,0.0
708,2018,4,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
19,2018,1,12,0.0,10.0,30.0,14.0,1.0,0.0,0.0,0.0
2543,2014,11,9,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
597,2014,3,6,-8.0,0.0,110.0,2.0,0.0,0.0,1.0,0.0
2423,2018,11,9,3.0,8.0,10.0,11.0,0.0,0.0,0.0,1.0
1699,2017,8,4,21.0,30.0,0.0,30.0,0.0,1.0,0.0,0.0
1505,2014,7,30,19.0,5.0,0.0,5.0,0.0,1.0,0.0,0.0
34,2017,1,28,-2.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0
2192,2017,10,27,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2395,1960,10,1,9.9,57.7,3.0,57.9,0.0,0.0,0.0,1.0
306,2016,2,10,-7.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0
2356,1999,10,1,9.4,61.8,0.0,61.8,0.0,0.0,0.0,1.0
2666,2017,12,23,-2.0,0.0,40.0,3.0,1.0,0.0,0.0,0.0
2458,2017,11,4,4.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0
163,2005,1,1,-6.8,37.8,332.0,70.4,1.0,0.0,0.0,0.0
2201,2017,10,18,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
401,1984,2,1,-1.5,39.2,244.0,59.0,1.0,0.0,0.0,0.0
1524,2014,7,11,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2770,2014,12,12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1329,1988,6,1,17.7,25.0,0.0,25.0,0.0,1.0,0.0,0.0
172,1996,1,1,-6.7,51.2,250.0,72.6,1.0,0.0,0.0,0.0
1084,1989,5,1,13.0,78.2,6.0,79.2,0.0,0.0,1.0,0.0
1874,1965,8,1,18.1,74.9,0.0,74.9,0.0,1.0,0.0,0.0
943,2017,5,24,18.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2828,1997,12,1,-0.9,17.0,122.0,30.2,1.0,0.0,0.0,0.0
1558,2013,7,8,24.0,126.0,0.0,126.0,0.0,1.0,0.0,0.0
263,2017,2,24,4.0,7.0,0.0,7.0,1.0,0.0,0.0,0.0
1844,1995,8,1,21.8,135.4,0.0,135.4,0.0,1.0,0.0,0.0
1362,1955,6,1,19.0,24.6,0.0,24.6,0.0,1.0,0.0,0.0
1235,2015,6,21,22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
646,1970,3,1,-2.3,25.1,145.0,43.7,0.0,0.0,1.0,0.0
879,1963,4,1,6.9,44.7,94.0,54.1,0.0,0.0,1.0,0.0
96,2015,1,28,-7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
850,1992,4,1,5.6,133.4,6.0,133.8,0.0,0.0,1.0,0.0
1418,2017,7,24,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2320,2013,10,23,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
686,2018,4,23,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1975,2016,9,17,21.0,7.0,0.0,7.0,0.0,0.0,0.0,1.0
204,1964,1,1,-4.0,44.2,183.0,58.7,1.0,0.0,0.0,0.0
2766,2014,12,16,3.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0
2513,2015,11,9,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2653,1941,11,1,4.7,52.6,0.0,52.6,0.0,0.0,0.0,1.0
1794,2014,8,2,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1346,1971,6,1,17.9,77.0,0.0,77.0,0.0,1.0,0.0,0.0
2559,2013,11,23,-6.0,0.0,10.0,1.0,0.0,0.0,0.0,1.0
2084,2010,9,1,16.4,88.2,0.0,88.2,0.0,0.0,0.0,1.0
1133,1940,5,1,11.7,123.4,0.0,123.4,0.0,0.0,1.0,0.0
2167,2018,10,21,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1672,2017,8,31,15.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0
367,2014,2,5,-11.0,0.0,150.0,11.0,1.0,0.0,0.0,0.0
2528,2014,11,24,11.0,18.0,0.0,18.0,0.0,0.0,0.0,1.0
1414,2017,7,28,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
760,2016,4,9,-4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2020,2015,9,2,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
754,2016,4,15,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1740,2015,8,25,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
156,2012,1,1,-1.7,37.6,162.0,54.2,1.0,0.0,0.0,0.0
1735,2015,8,30,22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
989,2016,5,9,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2033,2014,9,19,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
448,2018,3,31,4.0,5.0,0.0,5.0,0.0,0.0,1.0,0.0
839,2003,4,1,5.7,21.6,152.0,60.8,0.0,0.0,1.0,0.0
824,2014,4,5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2760,2014,12,22,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
333,2015,2,11,-6.0,0.0,20.0,1.0,1.0,0.0,0.0,0.0
2043,2014,9,9,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
525,2016,3,16,9.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0
2592,2002,11,1,3.2,42.2,272.0,67.2,0.0,0.0,0.0,1.0
251,2018,2,8,-10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1295,2013,6,21,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1209,2016,6,17,22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1373,1944,6,1,18.6,102.4,0.0,102.4,0.0,1.0,0.0,0.0
1801,2013,8,26,23.0,17.0,0.0,17.0,0.0,1.0,0.0,0.0
1927,2018,9,5,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1587,1991,7,1,21.7,91.0,0.0,91.0,0.0,1.0,0.0,0.0
1829,2010,8,1,22.4,58.6,0.0,58.6,0.0,1.0,0.0,0.0
1512,2014,7,23,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
241,2018,2,18,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1497,2015,7,7,23.0,16.0,0.0,16.0,0.0,1.0,0.0,0.0
2709,2016,12,11,-4.0,0.0,140.0,15.0,1.0,0.0,0.0,0.0
89,2016,1,4,-13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
296,2016,2,20,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1849,1990,8,1,20.3,112.6,0.0,112.6,0.0,1.0,0.0,0.0
633,1983,3,1,0.6,59.3,174.0,77.3,0.0,0.0,1.0,0.0
1010,2015,5,19,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1026,2015,5,3,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2214,2017,10,5,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2411,1944,10,1,8.9,17.5,0.0,17.5,0.0,0.0,0.0,1.0
2632,1962,11,1,2.4,93.0,38.0,96.8,0.0,0.0,0.0,1.0
1064,2009,5,1,13.1,60.8,0.0,60.8,0.0,0.0,1.0,0.0
2729,2015,12,22,9.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2817,2008,12,1,-3.1,40.0,648.0,99.8,1.0,0.0,0.0,0.0
2854,1971,12,1,-1.3,66.0,315.0,92.7,1.0,0.0,0.0,0.0
230,1938,1,1,-7.2,13.5,269.0,40.4,1.0,0.0,0.0,0.0
2739,2015,12,12,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2283,2014,10,29,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1486,2015,7,18,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2238,2016,10,12,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
295,2016,2,21,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
892,1950,4,1,3.4,47.2,145.0,61.7,0.0,0.0,1.0,0.0
2800,2013,12,13,-9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2367,1988,10,1,7.2,67.4,0.0,67.4,0.0,0.0,0.0,1.0
312,2016,2,4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1595,1983,7,1,22.3,18.3,0.0,18.3,0.0,1.0,0.0,0.0
976,2016,5,22,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1182,2017,6,14,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2391,1964,10,1,7.6,45.5,8.0,46.2,0.0,0.0,0.0,1.0
389,1996,2,1,-5.8,26.0,106.0,38.2,1.0,0.0,0.0,0.0
2748,2015,12,3,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2803,2013,12,10,-7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
244,2018,2,15,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
497,2017,3,13,-9.0,0.0,20.0,2.0,0.0,0.0,1.0,0.0
153,2014,1,2,-18.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0
689,2018,4,20,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
289,2016,2,27,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
456,2018,3,23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2313,2013,10,30,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1571,2007,7,1,21.3,47.4,0.0,47.4,0.0,1.0,0.0,0.0
2720,2015,12,31,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2686,2017,12,3,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
280,2017,2,7,1.0,15.0,0.0,15.0,1.0,0.0,0.0,0.0
2239,2016,10,11,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
602,2014,3,1,-7.0,0.0,40.0,4.0,0.0,0.0,1.0,0.0
1601,1977,7,1,20.5,118.5,0.0,118.5,0.0,1.0,0.0,0.0
546,2015,3,26,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
608,2008,3,1,-1.7,23.2,380.0,61.6,0.0,0.0,1.0,0.0
58,2017,1,4,-3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
81,2016,1,12,-6.0,0.0,50.0,4.0,1.0,0.0,0.0,0.0
1361,1956,6,1,18.2,38.9,0.0,38.9,0.0,1.0,0.0,0.0
229,1939,1,1,-6.7,2.5,457.0,48.3,1.0,0.0,0.0,0.0
2158,2018,10,30,5.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
121,2015,1,3,-2.0,8.0,20.0,11.0,1.0,0.0,0.0,0.0
786,2015,4,13,15.0,5.0,0.0,5.0,0.0,0.0,1.0,0.0
1576,2002,7,1,24.2,59.0,0.0,59.0,0.0,1.0,0.0,0.0
1323,1994,6,1,19.1,54.4,0.0,54.4,0.0,1.0,0.0,0.0
1115,1958,5,1,12.0,23.9,0.0,23.9,0.0,0.0,1.0,0.0
1881,1958,8,1,20.2,69.1,0.0,69.1,0.0,1.0,0.0,0.0
789,2015,4,10,10.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0
1790,2014,8,6,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
543,2015,3,29,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1761,2015,8,4,22.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
349,2014,2,23,-4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1751,2015,8,14,24.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0
1229,2015,6,27,16.0,34.0,0.0,34.0,0.0,1.0,0.0,0.0
2213,2017,10,6,17.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2652,1942,11,1,2.8,58.4,196.0,78.0,0.0,0.0,0.0,1.0
1979,2016,9,13,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
619,1997,3,1,-1.4,29.8,416.0,69.8,0.0,0.0,1.0,0.0
528,2016,3,13,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1956,2017,9,6,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2031,2014,9,21,17.0,16.0,0.0,16.0,0.0,0.0,0.0,1.0
54,2017,1,8,-11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1226,2015,6,30,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
231,2018,2,28,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1815,2013,8,12,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2540,2014,11,12,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
749,2016,4,20,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
395,1990,2,1,-3.5,47.0,260.0,76.9,1.0,0.0,0.0,0.0
2194,2017,10,25,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1316,2001,6,1,19.7,61.8,0.0,61.8,0.0,1.0,0.0,0.0
68,2016,1,25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1341,1976,6,1,18.6,83.3,0.0,83.3,0.0,1.0,0.0,0.0
2570,2013,11,12,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2717,2016,12,3,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2014,2015,9,8,26.0,9.0,0.0,9.0,0.0,0.0,0.0,1.0
1180,2017,6,16,24.0,8.0,0.0,8.0,0.0,1.0,0.0,0.0
1620,1958,7,1,21.2,58.4,0.0,58.4,0.0,1.0,0.0,0.0
863,1979,4,1,5.3,62.2,258.0,88.6,0.0,0.0,1.0,0.0
2792,2013,12,21,-1.0,17.0,0.0,17.0,1.0,0.0,0.0,0.0
2859,1966,12,1,-3.2,71.4,152.0,84.8,1.0,0.0,0.0,0.0
2870,1955,12,1,-5.5,18.5,348.0,53.3,1.0,0.0,0.0,0.0
1263,2014,6,23,20.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2096,1998,9,1,18.2,38.4,0.0,38.4,0.0,0.0,0.0,1.0
1283,2014,6,3,20.0,6.0,0.0,6.0,0.0,1.0,0.0,0.0
2764,2014,12,18,-2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
408,1977,2,1,-6.0,20.4,72.0,26.3,1.0,0.0,0.0,0.0
